city;city_ascii;state_id;state_name;county_fips;county_name;lat;lng;population;density;source;military;incorporated;timezone;ranking;zips;id
st cloud;St. Cloud;MN;Minnesota;27145;Stearns;455.339;-941.718;115028;660;polygon;False;True;America/Chicago;2;56304 56301 56303 56302 56372 56393 56395 56396;1840008881
ponce;Ponce;PR;Puerto Rico;72113;Ponce;18.012;-666.198;113401;1426;polygon;False;False;America/Puerto_Rico;2;00728 00717 00716 00730 00732 00733 00734;1630023669
monroe;Monroe;LA;Louisiana;22073;Ouachita;325.183;-920.774;112891;623;polygon;False;True;America/Chicago;2;71209 71203 71202 71201 71207 71210 71212 71213 71217;1840014881
west palm beach;West Palm Beach;FL;Florida;12099;Palm Beach;267.468;-801.316;111955;803;polygon;False;True;America/New_York;2;33411 33412 33417 33409 33407 33405 33401 33402 33422;1840015993
waterloo;Waterloo;IA;Iowa;19013;Black Hawk;42.492;-923.522;111631;423;polygon;False;True;America/Chicago;2;50707 50703 50702 50701;1840000440
santa fe;Santa Fe;NM;New Mexico;35049;Santa Fe;356.619;-1.059.819;111269;625;polygon;False;True;America/Denver;2;87505 87507 87501 87502 87503 87509;1840021707
burlington;Burlington;VT;Vermont;50007;Chittenden;444.877;-732.314;109763;1604;polygon;False;True;America/New_York;2;05405 05401 05408 05406;1840002310
jacksonville;Jacksonville;NC;North Carolina;37133;Onslow;347.288;-773.941;108856;574;polygon;False;True;America/New_York;2;28546 28547 28543 28540 28541 28542 28545;1840014653
eau claire;Eau Claire;WI;Wisconsin;55035;Eau Claire;448.199;-914.949;107404;812;polygon;False;True;America/Chicago;2;54703 54701 54702;1840002296
sioux city;Sioux City;IA;Iowa;19193;Woodbury;424.959;-963.901;106455;545;polygon;False;True;America/Chicago;2;51106 51104 51105 51103 51101 51108 51109 51111;1840000447
wichita falls;Wichita Falls;TX;Texas;48485;Wichita;339.072;-985.291;104683;561;polygon;False;True;America/Chicago;2;76308 76310 76311 76309 76306 76305 76302 76301 76307;1840021923
burbank;Burbank;CA;California;6037;Los Angeles;341.879;-1.183.235;102511;2285;polygon;False;True;America/Los_Angeles;2;91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526;1840019233
san angelo;San Angelo;TX;Texas;48451;Tom Green;314.424;-1.004.506;101004;653;polygon;False;True;America/Chicago;2;76905 76904 76901 76903 76908 76886 76902 76906 76909;1840022146
la crosse;La Crosse;WI;Wisconsin;55063;La Crosse;43.824;-912.268;100693;911;polygon;False;True;America/Chicago;2;54601 54603 54602;1840002577
idaho falls;Idaho Falls;ID;Idaho;16019;Bonneville;434.872;-1.120.362;100442;1011;polygon;False;True;America/Boise;2;83401 83402 83404 83415;1840018644
charlottesville;Charlottesville;VA;Virginia;51540;Charlottesville;380.375;-784.855;100416;1781;polygon;False;True;America/New_York;2;22901 22902 22903 22905 22906 22909;1840001678
longview;Longview;TX;Texas;48183;Gregg;325.193;-947.621;100330;565;polygon;False;True;America/Chicago;2;75602 75601 75605 75604 75606 75608 75615 75660;1840020746
bismarck;Bismarck;ND;North Dakota;38015;Burleigh;468.144;-1.007.694;98345;827;polygon;False;True;America/Chicago;2;58505 58504 58501 58503 58507;1840001926
lawton;Lawton;OK;Oklahoma;40031;Comanche;346.176;-984.203;93025;441;polygon;False;True;America/Chicago;3;73501 73507 73505 73503 73502 73506;1840020477
missoula;Missoula;MT;Montana;30063;Missoula;46.875;-1.140.214;92895;845;polygon;False;True;America/Denver;3;59808 59803 59802 59801 59812;1840019840
rapid city;Rapid City;SD;South Dakota;46103;Pennington;440.716;-1.032.204;92664;546;polygon;False;True;America/Denver;3;57702 57703 57701;1840002180
albany;Albany;GA;Georgia;13095;Dougherty;315.776;-841.762;89217;505;polygon;False;True;America/New_York;3;31721 31701 31707 31705 31702 31703 31706 31708;1840013864
state college;State College;PA;Pennsylvania;42027;Centre;407.909;-778.568;87723;3572;polygon;False;True;America/New_York;2;16802 16803 16801 16804 16805;1840000830
joplin;Joplin;MO;Missouri;29097;Jasper;370.758;-945.018;84048;515;polygon;False;True;America/Chicago;3;64804 64801 64802 64803;1840008771
melbourne;Melbourne;FL;Florida;12009;Brevard;281.085;-806.627;83029;727;polygon;False;True;America/New_York;3;32901 32903 32934 32935 32904 32912 32919 32941;1840015960
st augustine;St. Augustine;FL;Florida;12109;St. Johns;298.977;-81.31;82180;629;polygon;False;True;America/New_York;3;32084 32080 32095;1840015935
flagstaff;Flagstaff;AZ;Arizona;4005;Coconino;351.872;-1.116.195;81974;438;polygon;False;True;America/Phoenix;3;86001 86011 86004 86002 86005;1840020335
alexandria;Alexandria;LA;Louisiana;22079;Rapides;312.923;-924.702;80129;625;polygon;False;True;America/Chicago;3;71302 71303 71301 71307 71309 71315 71348;1840013873
valdosta;Valdosta;GA;Georgia;13185;Lowndes;308.502;-832.788;79820;606;polygon;False;True;America/New_York;3;31698 31602 31601 31605 31603 31604;1840015894
pasco;Pasco;WA;Washington;53021;Franklin;462.506;-1.191.304;75432;858;polygon;False;True;America/Los_Angeles;3;99301 99302;1840019888
pocatello;Pocatello;ID;Idaho;16005;Bannock;428.724;-1.124.646;72878;657;polygon;False;True;America/Boise;3;83204 83201 83209 83205 83206;1840013376
dothan;Dothan;AL;Alabama;1069;Houston;312.335;-854.069;72396;296;polygon;False;True;America/Chicago;3;36303 36301 36305 36321 36302 36304;1840001518
bristol;Bristol;TN;Tennessee;47163;Sullivan;365.572;-822.154;70243;318;polygon;False;True;America/New_York;3;37620 37621;1840013301
wilmington;Wilmington;DE;Delaware;10003;New Castle;397.415;-755.413;70166;2484;polygon;False;True;America/New_York;2;19809 19802 19801 19806 19805 19850 19880 19884 19885 19886 19890 19893 19894 19895 19896 19898 19899;1840005579
daytona beach;Daytona Beach;FL;Florida;12127;Volusia;291.994;-810.982;69186;406;polygon;False;True;America/New_York;3;32124 32174 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198;1840015068
dubuque;Dubuque;IA;Iowa;19061;Dubuque;425.008;-907.067;68109;729;polygon;False;True;America/Chicago;3;52002 52003 52001 52004 52099;1840000438
casper;Casper;WY;Wyoming;56025;Natrona;42.842;-1.063.207;67598;843;polygon;False;True;America/Denver;3;82604 82601 82609 82602 82605;1840038324
great falls;Great Falls;MT;Montana;30013;Cascade;475.022;-1.112.995;65131;982;polygon;False;True;America/Denver;3;59405 59404 59401 59406;1840019839
grand forks;Grand Forks;ND;North Dakota;38035;Grand Forks;479.218;-970.886;64748;784;polygon;False;True;America/Chicago;3;58202 58203 58201 58206 58208;1840000101
fairbanks;Fairbanks;AK;Alaska;2090;Fairbanks North Star;648.353;-1.476.534;63245;375;polygon;False;True;America/Anchorage;3;99701 99703 99707;1840023463
elmira;Elmira;NY;New York;36015;Chemung;420.938;-768.097;62989;1440;polygon;False;True;America/New_York;3;14901 14905 14904 14902;1840000472
san luis obispo;San Luis Obispo;CA;California;6079;San Luis Obispo;352.669;-1.206.691;62290;1374;polygon;False;True;America/Los_Angeles;3;93401 93405 93403 93406;1840021734
bangor;Bangor;ME;Maine;23019;Penobscot;448.322;-687.906;59772;363;polygon;False;True;America/New_York;3;04401 04402;1840000238
white plains;White Plains;NY;New York;36119;Westchester;41.022;-737.549;58109;2291;polygon;False;True;America/New_York;2;10603 10601 10604 10605 10606 10602;1840003477
bozeman;Bozeman;MT;Montana;30031;Gallatin;456.832;-1.110.552;57695;945;polygon;False;True;America/Denver;3;59718 59715 59719;1840018509
manhattan;Manhattan;KS;Kansas;20161;Riley;391.886;-966.046;57046;1062;polygon;False;True;America/Chicago;3;66506 66502 66503 66505;1840001589
twin falls;Twin Falls;ID;Idaho;16083;Twin Falls;425.645;-1.144.615;55556;1008;polygon;False;True;America/Boise;3;83301 83303;1840021301
ithaca;Ithaca;NY;New York;36109;Tompkins;424.442;-765.032;55137;2209;polygon;False;True;America/New_York;2;14853 14850 14851;1840000442
brunswick;Brunswick;GA;Georgia;13127;Glynn;31.145;-81.474;53914;367;polygon;False;True;America/New_York;3;31520 31521;1840013875
lewiston;Lewiston;ID;Idaho;16069;Nez Perce;463.934;-1.169.934;53384;731;polygon;False;True;America/Los_Angeles;3;83501;1840019897
grand island;Grand Island;NE;Nebraska;31079;Hall;409.214;-983.584;53296;665;polygon;False;True;America/Chicago;3;68803 68801;1840000956
helena;Helena;MT;Montana;30049;Lewis and Clark;465.965;-1.120.202;52936;760;polygon;False;True;America/Denver;2;59601 59602 59623 59624 59625 59626;1840019820
new bern;New Bern;NC;North Carolina;37049;Craven;350.955;-770.723;51308;409;polygon;False;True;America/New_York;3;28560 28562 28561;1840014591
traverse city;Traverse City;MI;Michigan;26055;Grand Traverse;447.547;-856.035;50522;729;polygon;False;True;America/Detroit;3;49686 49684 49696;1840003946
minot;Minot;ND;North Dakota;38101;Ward;482.375;-1.012.781;49425;671;polygon;False;True;America/Chicago;3;58707 58703 58702 58701;1840000053
roswell;Roswell;NM;New Mexico;35005;Chaves;33.373;-1.045.294;48889;617;polygon;False;True;America/Denver;3;88203 88201;1840020549
palm springs;Palm Springs;CA;California;6065;Riverside;338.017;-1.165.382;48518;198;polygon;False;True;America/Los_Angeles;3;92262 92264 92258 92263;1840020556
paducah;Paducah;KY;Kentucky;21145;McCracken;370.711;-886.436;48481;475;polygon;False;True;America/Chicago;3;42003 42001 42002;1840014388
niagara falls;Niagara Falls;NY;New York;36063;Niagara;430.921;-790.147;47720;1308;polygon;False;True;America/Toronto;3;14303 14302 14301 14305 14304;1840000371
hilo;Hilo;HI;Hawaii;15001;Hawaii;196.886;-1.550.864;45056;325;polygon;False;False;Pacific/Honolulu;3;96720;1840023193
hobbs;Hobbs;NM;New Mexico;35025;Lea;327.282;-103.16;42095;572;polygon;False;True;America/Denver;3;88240;1840020616
moline;Moline;IL;Illinois;17161;Rock Island;414.821;-904.921;41356;953;polygon;False;True;America/Chicago;3;61265 61266;1840008181
covington;Covington;KY;Kentucky;21117;Kenton;390.334;-845.166;40341;1180;polygon;False;True;America/New_York;3;41011 41015 41014 41017 41016 45277 45298 45999;1840014263
cedar city;Cedar City;UT;Utah;49021;Iron;376.834;-1.130.956;39995;374;polygon;False;True;America/Denver;3;84720 84721;1840018895
kalispell;Kalispell;MT;Montana;30029;Flathead;482.156;-1.143.262;39182;789;polygon;False;True;America/Denver;3;59901 59904;1840018350
meridian;Meridian;MS;Mississippi;28075;Lauderdale;323.846;-886.896;36686;261;polygon;False;True;America/Chicago;3;39307 39305 39301 39302 39303 39304;1840014891
gillette;Gillette;WY;Wyoming;56005;Campbell;442.752;-1.054.983;36032;538;polygon;False;True;America/Denver;3;82718 82716;1840019978
redmond;Redmond;OR;Oregon;41017;Deschutes;442.631;-1.211.798;34240;744;polygon;False;True;America/Los_Angeles;3;97756;1840020003
butte;Butte;MT;Montana;30093;Silver Bow;45.902;-1.126.571;34207;18;polygon;False;True;America/Denver;3;59743 59748 59727 59759 59750 59701 59703 59702 59707;1840032850
laramie;Laramie;WY;Wyoming;56001;Albany;413.099;-1.056.085;33929;688;polygon;False;True;America/Denver;3;82072 82070;1840020096
greer;Greer;SC;South Carolina;45045;Greenville;349.313;-822.315;33373;563;polygon;False;True;America/New_York;3;29651 29650 29652;1840013502
juneau;Juneau;AK;Alaska;2110;Juneau;584.546;-1.341.739;31974;4;polygon;False;True;America/Juneau;2;99824 99801 99802 99803 99811 99812 99821 99850;1840023306
key west;Key West;FL;Florida;12087;Monroe;245.637;-817.768;31401;1665;polygon;False;True;America/New_York;3;33040 33041 33045;1840015161
kahului;Kahului;HI;Hawaii;15009;Maui;208.715;-1.564.603;31336;841;polygon;False;False;Pacific/Honolulu;3;96732 96733;1840023232
williston;Williston;ND;North Dakota;38105;Williams;481.814;-1.036.364;29844;483;polygon;False;True;America/Chicago;3;58801 58802 58803;1840001871
garden city;Garden City;KS;Kansas;20055;Finney;379.754;-1.008.529;29659;945;polygon;False;True;America/Chicago;3;67846;1840001669
texarkana;Texarkana;AR;Arkansas;5091;Miller;334.361;-93.996;29657;273;polygon;False;True;America/Chicago;3;71854;1840015708
plattsburgh;Plattsburgh;NY;New York;36019;Clinton;446.951;-734.563;28740;1495;polygon;False;True;America/New_York;3;12901 12903;1840000296
aberdeen;Aberdeen;SD;South Dakota;46013;Brown;454.646;-98.468;28257;680;polygon;False;True;America/Chicago;3;57401;1840002032
monterey;Monterey;CA;California;6053;Monterey;365.922;-1.218.807;28178;1259;polygon;False;True;America/Los_Angeles;3;93943 93940 93944;1840020358
marquette;Marquette;MI;Michigan;26103;Marquette;46.544;-874.082;26491;715;polygon;False;True;America/Detroit;3;49855;1840003923
rock springs;Rock Springs;WY;Wyoming;56037;Sweetwater;415.951;-1.092.238;25913;451;polygon;False;True;America/Denver;3;82901 82902;1840020101
chantilly;Chantilly;VA;Virginia;51059;Fairfax;388.868;-774.453;24368;783;polygon;False;False;America/New_York;3;20151 20153;1840006016
montrose;Montrose;CO;Colorado;8085;Montrose;38.469;-107.859;23478;413;polygon;False;True;America/Denver;3;81403 81401 81402;1840020251
dickinson;Dickinson;ND;North Dakota;38089;Stark;468.917;-1.027.924;23133;631;polygon;False;True;America/Denver;3;58601 58602;1840000192
hays;Hays;KS;Kansas;20051;Ellis;388.815;-993.218;21421;955;polygon;False;True;America/Chicago;3;67601;1840001628
elko;Elko;NV;Nevada;32007;Elko;408.387;-1.157.674;21179;442;polygon;False;True;America/Los_Angeles;3;89801;1840020120
durango;Durango;CO;Colorado;8067;La Plata;372.659;-1.078.782;20203;498;polygon;False;True;America/Denver;3;81301 81303;1840018929
escanaba;Escanaba;MI;Michigan;26041;Delta;457.477;-87.09;20094;368;polygon;False;True;America/Detroit;3;49829;1840003925
vernal;Vernal;UT;Utah;49047;Uintah;404.517;-1.095.379;19893;871;polygon;False;True;America/Denver;3;84078 84079;1840021391
brainerd;Brainerd;MN;Minnesota;27035;Crow Wing;463.553;-941.982;19583;426;polygon;False;True;America/Chicago;3;56401;1840006644
crescent city;Crescent City;CA;California;6015;Del Norte;417.727;-1.241.902;16849;1334;polygon;False;True;America/Los_Angeles;3;95531 95532;1840018707
bemidji;Bemidji;MN;Minnesota;27007;Beltrami;474.828;-948.796;16807;409;polygon;False;True;America/Chicago;3;56601 56619;1840006600
hibbing;Hibbing;MN;Minnesota;27137;St. Louis;473.981;-929.487;15855;33;polygon;False;True;America/Chicago;3;55746;1840006594
jamestown;Jamestown;ND;North Dakota;38093;Stutsman;469.063;-986.936;15084;438;polygon;False;True;America/Chicago;3;58401 58402 58405;1840000153
alpena;Alpena;MI;Michigan;26007;Alpena;45.074;-834.399;13541;470;polygon;False;True;America/Detroit;3;49707;1840003947
sault ste marie;Sault Ste. Marie;MI;Michigan;26033;Chippewa;464.817;-843.723;13420;351;polygon;False;True;America/Detroit;3;49783;1840003938
jackson;Jackson;WY;Wyoming;56039;Teton;434.721;-1.107.745;12576;1378;polygon;False;True;America/Denver;3;83001 83002;1840021258
hailey;Hailey;ID;Idaho;16013;Blaine;435.141;-114.3;11409;853;polygon;False;True;America/Boise;3;83333;1840020028
aguadilla;Aguadilla;PR;Puerto Rico;72005;Aguadilla;184.382;-671.536;10739;1654;polygon;False;False;America/Puerto_Rico;3;00603 00605;1630035605
ketchikan;Ketchikan;AK;Alaska;2130;Ketchikan Gateway;553.556;-1.316.698;10652;838;polygon;False;True;America/Sitka;3;99901 99950;1840023270
cody;Cody;WY;Wyoming;56029;Park;445.212;-1.090.549;9788;369;polygon;False;True;America/Denver;3;82414;1840018595
north bend;North Bend;OR;Oregon;41011;Coos;434.075;-1.242.364;9768;959;polygon;False;True;America/Los_Angeles;3;97459;1840020057
kodiak;Kodiak;AK;Alaska;2150;Kodiak Island;577.934;-152.406;8851;571;polygon;False;True;America/Anchorage;3;99615 99619;1840023301
rhinelander;Rhinelander;WI;Wisconsin;55085;Oneida;456.361;-894.256;8830;354;polygon;False;True;America/Chicago;3;54501;1840002046
aspen;Aspen;CO;Colorado;8097;Pitkin;39.195;-1.068.369;8569;736;polygon;False;True;America/Denver;3;81611;1840018813
sitka;Sitka;AK;Alaska;2220;Sitka;572.401;-1.353.153;8493;1;polygon;False;True;America/Sitka;3;99835;1840023319
mammoth lakes;Mammoth Lakes;CA;California;6051;Mono;376.273;-118.99;8235;127;polygon;False;True;America/Los_Angeles;3;93546;1840022493
latrobe;Latrobe;PA;Pennsylvania;42129;Westmoreland;403.125;-793.826;7830;1305;polygon;False;True;America/New_York;3;15650;1840001142
devils lake;Devils Lake;ND;North Dakota;38071;Ramsey;481.131;-98.875;7631;408;polygon;False;True;America/Chicago;3;58301;1840091411
moab;Moab;UT;Utah;49019;Grand;385.701;-1.095.477;7278;429;polygon;False;True;America/Denver;3;84532;1840020227
lihue;Lihue;HI;Hawaii;15007;Kauai;219.728;-1.593.541;7267;420;polygon;False;False;Pacific/Honolulu;3;96766;1840029519
gunnison;Gunnison;CO;Colorado;8051;Gunnison;385.455;-1.069.225;7195;612;polygon;False;True;America/Denver;3;81231 81230;1840020235
eagle;Eagle;CO;Colorado;8037;Eagle;396.368;-1.068.123;6986;478;polygon;False;True;America/Denver;3;81631;1840021424
bethel;Bethel;AK;Alaska;2050;Bethel;607.928;-1.617.917;6586;57;polygon;False;True;America/Anchorage;3;99559;1840023353
international falls;International Falls;MN;Minnesota;27071;Koochiching;485.884;-934.083;6382;350;polygon;False;True;America/Winnipeg;3;56649 56679;1840007684
valparaiso;Valparaiso;FL;Florida;12091;Okaloosa;304.926;-865.079;5401;176;polygon;False;True;America/Chicago;3;32580 32542;1840015903
hancock;Hancock;MI;Michigan;26061;Houghton;471.355;-885.987;4506;675;polygon;False;True;America/Detroit;3;49930;1840003920
mosinee;Mosinee;WI;Wisconsin;55073;Marathon;447.874;-896.839;4072;200;polygon;False;True;America/Chicago;3;54455;1840002171
nome;Nome;AK;Alaska;2180;Nome;645.213;-1.654.053;3870;116;polygon;False;True;America/Nome;3;99762;1840023510
kotzebue;Kotzebue;AK;Alaska;2188;Northwest Arctic;668.766;-1.625.231;3246;50;polygon;False;True;America/Nome;3;99752;1840023494
petersburg;Petersburg;AK;Alaska;2195;Petersburg Borough;567.566;-1.328.727;3136;27;polygon;False;False;America/Sitka;3;99833;1840023308
wrangell;Wrangell;AK;Alaska;2275;Wrangell;563.317;-1.320.223;2502;0;polygon;False;True;America/Sitka;3;99903 99929;1840000416
dillingham;Dillingham;AK;Alaska;2070;Dillingham;59.055;-1.585.379;2360;27;polygon;False;True;America/Anchorage;3;99576;1840023279
cordova;Cordova;AK;Alaska;2261;Valdez-Cordova;605.348;-1.456.092;2169;13;polygon;False;True;America/Anchorage;3;99574;1840023402
hayden;Hayden;CO;Colorado;8107;Routt;404.851;-1.072.391;1979;232;polygon;False;True;America/Denver;3;81639;1840021375
west yellowstone;West Yellowstone;MT;Montana;30031;Gallatin;446.627;-1.111.057;1376;673;polygon;False;True;America/Denver;3;59758;1840022329
pellston;Pellston;MI;Michigan;26047;Emmet;455.519;-84.783;843;166;polygon;False;True;America/Detroit;3;49769;1840013137
yakutat;Yakutat;AK;Alaska;2282;Yakutat;59.567;-1.395.966;649;2;polygon;False;False;America/Yakutat;3;99689;1840023424
gustavus;Gustavus;AK;Alaska;2105;Hoonah-Angoon;584.275;-1.357.492;447;4;polygon;False;True;America/Juneau;3;99826;1840023313
king salmon;King Salmon;AK;Alaska;2060;Bristol Bay;58.753;-1.565.061;361;0;polygon;False;False;America/Anchorage;3;99613;1840023272
adak;Adak;AK;Alaska;2016;Aleutians West;518.815;-1.766.295;326;3;polygon;False;True;America/Adak;3;99546;1840023261
Auckland;Auckland;AUK;Auckland;;;-36.8509;174.7645;1470100;2700;admin;FALSE;TRUE;Pacific/Auckland;1;1010;1554000001
Amsterdam;Amsterdam;NH;North Holland;;;52.3676;4.9041;921402;5277;admin;FALSE;TRUE;Europe/Amsterdam;1;1012;1528000005
Brisbane;Brisbane;QLD;Queensland;;;-27.4705;153.026;2280000;145;admin;FALSE;TRUE;Australia/Brisbane;1;4000;1036000010
Paris;Paris;IDF;Île-de-France;;Paris;48.8566;2.3522;11020000;20000;admin;FALSE;TRUE;Europe/Paris;1;75000;1250015082
Cancún;Cancun;ROO;Quintana Roo;;Benito Juárez;21.1619;-86.8515;888797;1400;admin;FALSE;TRUE;America/Cancun;2;77500;1484000050
Dubai;Dubai;DU;Dubai;;;25.2048;55.2708;3331420;860;admin;FALSE;TRUE;Asia/Dubai;1;;1784000002
Buenos Aires;Buenos Aires;C;Buenos Aires;;;-34.6037;-58.3816;15154000;14000;primary;FALSE;TRUE;America/Argentina/Buenos_Aires;1;1000;1032000001
Frankfurt;Frankfurt;HE;Hesse;;;50.1109;8.6821;753056;3000;admin;FALSE;TRUE;Europe/Berlin;1;60311;1276000015
São Paulo;Sao Paulo;SP;São Paulo;;;-23.5505;-46.6333;22046000;7500;primary;FALSE;TRUE;America/Sao_Paulo;1;01000;1076000001
Tokyo;Tokyo;13;Tokyo;;;35.6762;139.6503;37274000;6300;primary;FALSE;TRUE;Asia/Tokyo;1;100-0001;1392685764
Seoul;Seoul;11;Seoul;;;37.5665;126.978;9962000;16000;primary;FALSE;TRUE;Asia/Seoul;1;04500;1410000001
London;London;ENG;England;;Greater London;51.5074;-0.1278;9002488;5701;primary;FALSE;TRUE;Europe/London;1;SW1A;1826000002
Lima;Lima;LMA;Lima;;;-12.0464;-77.0428;10750000;3000;primary;FALSE;TRUE;America/Lima;1;15001;1604000001
Medellín;Medellin;ANT;Antioquia;;;6.2442;-75.5812;2569000;6700;admin;FALSE;TRUE;America/Bogota;1;050001;1170000002
Mexico City;Mexico City;CMX;Mexico City;;;19.4326;-99.1332;21804000;6000;primary;FALSE;TRUE;America/Mexico_City;1;06000;1484000001
San José;San Jose;SJ;San José;;San José;9.9281;-84.0907;1404242;2300;primary;FALSE;TRUE;America/Costa_Rica;1;10101;1188000001
Sydney;Sydney;NSW;New South Wales;;;-33.8688;151.2093;5312000;430;admin;FALSE;TRUE;Australia/Sydney;1;2000;1036000001
Taipei;Taipei;TPE;Taipei;;;25.033;121.5654;2646204;9600;primary;FALSE;TRUE;Asia/Taipei;1;100;1158000001
Montreal;Montreal;QC;Quebec;;Montréal;45.5017;-73.5673;4247000;4517;admin;FALSE;TRUE;America/Montreal;1;H2Y;1124000005
